1531905000, 6350.0
1531905300, 6354.7
1531905600, 6349.9
1531905900, 6340.0
1531906200, 6343.2
1531906500, 6348.2
1531906800, 6343.8
1531907100, 6346.0
1531907400, 6353.6
1531907700, 6361.5
1531908000, 6372.3
1531908300, 6374.1
1531908600, 6384.0
1531908900, 6366.4
1531909200, 6370.2
1531909500, 6371.7
1531909800, 6364.5
1531910100, 6345.4
1531910400, 6348.4
1531910700, 6353.6
1531911000, 6365.9
1531911300, 6362.2
1531911600, 6370.0
1531911900, 6362.3
1531912200, 6355.9
1531912500, 6363.2
1531912800, 6358.6
1531913100, 6365.0
1531913400, 6380.8
1531913700, 6384.0
1531914000, 6380.0
1531914300, 6376.6
1531914600, 6373.1
1531914900, 6375.9
1531915200, 6384.0
1531915500, 6387.0
1531915800, 6388.5
1531916100, 6398.0
1531916400, 6415.6
1531916700, 6409.7
1531917000, 6411.6
1531917300, 6410.5
1531917600, 6400.0
1531917900, 6403.8
1531918200, 6406.3
1531918500, 6400.7
1531918800, 6396.0
1531919100, 6396.0
1531919400, 6386.2
1531919700, 6387.2
1531920000, 6374.0
1531920300, 6376.0
1531920600, 6376.0
1531920900, 6370.4
1531921200, 6372.7
1531921500, 6387.6
1531921800, 6399.8
1531922100, 6397.0
1531922400, 6397.3
1531922700, 6400.0
1531923000, 6437.7
1531923300, 6434.6
1531923600, 6423.3
1531923900, 6414.0
1531924200, 6400.0
1531924500, 6399.0
1531924800, 6402.0
1531925100, 6400.3
1531925400, 6390.5
1531925700, 6388.8
1531926000, 6368.0
1531926300, 6351.0
1531926600, 6365.9
1531926900, 6353.1
1531927200, 6340.1
1531927500, 6359.9
1531927800, 6376.5
1531928100, 6387.1
1531928400, 6378.0
1531928700, 6374.1
1531929000, 6367.2
1531929300, 6375.5
1531929600, 6378.1
1531929900, 6387.5
1531930200, 6385.0
1531930500, 6387.3
1531930800, 6385.6
1531931100, 6385.0
1531931400, 6384.0
1531931700, 6379.9
1531932000, 6367.1
1531932300, 6367.7
1531932600, 6369.9
1531932900, 6377.4
1531933200, 6382.7
1531933500, 6387.7
1531933800, 6385.6
1531934100, 6382.9
1531934400, 6374.5
1531934700, 6379.2
1531935000, 6405.2
1531935300, 6393.3
1531935600, 6415.1
1531935900, 6400.0
1531936200, 6416.1
1531936500, 6439.4
1531936800, 6470.0
1531937100, 6475.2
1531937400, 6457.2
1531937700, 6433.6
1531938000, 6431.4
1531938300, 6417.6
1531938600, 6423.8
1531938900, 6407.1
1531939200, 6402.4
1531939500, 6363.6
1531939800, 6373.5
1531940100, 6373.4
1531940400, 6359.4
1531940700, 6330.0
1531941000, 6321.3
1531941300, 6334.3
1531941600, 6375.5
1531941900, 6360.0
1531942200, 6346.8
1531942500, 6360.1
1531942800, 6336.0
1531943100, 6335.7
1531943400, 6327.7
1531943700, 6340.9
1531944000, 6321.8
1531944300, 6268.4
1531944600, 6250.1
1531944900, 6273.4
1531945200, 6272.7
1531945500, 6270.0
1531945800, 6264.9
1531946100, 6228.4
1531946400, 6248.1
1531946700, 6268.9
1531947000, 6292.5
1531947300, 6290.0
1531947600, 6284.5
1531947900, 6297.9
1531948200, 6305.3
1531948500, 6308.1
1531948800, 6300.2
1531949100, 6302.0
1531949400, 6319.0
1531949700, 6306.7
1531950000, 6306.6
1531950300, 6304.2
1531950600, 6298.8
1531950900, 6297.3
1531951200, 6295.7
1531951500, 6295.6
1531951800, 6269.5
1531952100, 6278.5
1531952400, 6263.7
1531952700, 6254.9
1531953000, 6273.0
1531953300, 6328.0
1531953600, 6313.8
1531953900, 6313.9
1531954200, 6309.0
1531954500, 6319.5
1531954800, 6315.1
1531955100, 6329.4
1531955400, 6324.9
1531955700, 6324.6
1531956000, 6324.0
1531956300, 6322.4
1531956600, 6327.3
1531956900, 6332.0
1531957200, 6331.9
1531957500, 6332.1
1531957800, 6330.2
1531958100, 6326.0
1531958400, 6325.1
1531958700, 6325.0
1531959000, 6321.1
1531959300, 6300.2
1531959600, 6308.6
1531959900, 6309.9
1531960200, 6299.8
1531960500, 6290.3
1531960800, 6277.7
1531961100, 6274.6
1531961400, 6280.3
1531961700, 6296.2
1531962000, 6287.7
1531962300, 6281.7
1531962600, 6282.7
1531962900, 6247.7
1531963200, 6250.9
1531963500, 6267.6
1531963800, 6280.5
1531964100, 6290.7
1531964400, 6288.4
1531964700, 6282.2
1531965000, 6283.1
1531965300, 6267.6
1531965600, 6261.5
1531965900, 6261.7
1531966200, 6263.1
1531966500, 6269.0
1531966800, 6282.0
1531967100, 6280.3
1531967400, 6283.5
1531967700, 6284.2
1531968000, 6291.4
1531968300, 6293.0
1531968600, 6284.9
1531968900, 6290.5
1531969200, 6289.5
1531969500, 6288.8
1531969800, 6300.1
1531970100, 6299.5
1531970400, 6300.5
1531970700, 6298.2
1531971000, 6292.5
1531971300, 6289.6
1531971600, 6287.5
1531971900, 6285.3
1531972200, 6282.3
1531972500, 6281.3
1531972800, 6278.5
1531973100, 6278.3
1531973400, 6271.6
1531973700, 6286.8
1531974000, 6294.4
1531974300, 6298.4
1531974600, 6298.0
1531974900, 6288.5
1531975200, 6284.2
1531975500, 6280.0
1531975800, 6279.8
1531976100, 6276.0
1531976400, 6275.2
1531976700, 6277.6
1531977000, 6279.8
1531977300, 6279.9
1531977600, 6279.8
1531977900, 6270.9
1531978200, 6272.0
1531978500, 6278.1
1531978800, 6282.0
1531979100, 6284.0
1531979400, 6291.5
1531979700, 6290.3
1531980000, 6300.0
1531980300, 6304.0
1531980600, 6303.6
1531980900, 6307.9
1531981200, 6317.1
1531981500, 6306.5
1531981800, 6309.3
1531982100, 6307.0
1531982400, 6319.1
1531982700, 6322.9
1531983000, 6319.8
1531983300, 6308.2
1531983600, 6313.6
1531983900, 6317.9
1531984200, 6312.3
1531984500, 6314.0
1531984800, 6317.2
1531985100, 6306.6
1531985400, 6305.0
1531985700, 6305.7
1531986000, 6311.4
1531986300, 6308.1
1531986600, 6298.3
1531986900, 6294.6
1531987200, 6293.4
1531987500, 6295.8
1531987800, 6306.5
1531988100, 6313.1
1531988400, 6309.3
1531988700, 6309.5
1531989000, 6312.0
1531989300, 6312.1
1531989600, 6310.0
1531989900, 6310.1
1531990200, 6310.7
1531990500, 6301.3
1531990800, 6300.0
1531991100, 6317.3
1531991400, 6323.9
1531991700, 6325.1
1531992000, 6324.9
1531992300, 6319.1
1531992600, 6327.9
1531992900, 6333.9
1531993200, 6370.0
1531993500, 6367.4
1531993800, 6370.0
1531994100, 6377.0
1531994400, 6369.6
