1529920800, 5313.8
1529921100, 5324.8
1529921400, 5310.2
1529921700, 5314.5
1529922000, 5313.1
1529922300, 5310.1
1529922600, 5312.0
1529922900, 5322.2
1529923200, 5322.5
1529923500, 5314.6
1529923800, 5308.4
1529924100, 5314.3
1529924400, 5312.6
1529924700, 5323.2
1529925000, 5326.7
1529925300, 5341.3
1529925600, 5325.0
1529925900, 5328.5
1529926200, 5320.4
1529926500, 5332.7
1529926800, 5323.1
1529927100, 5335.6
1529927400, 5331.1
1529927700, 5337.0
1529928000, 5356.6
1529928300, 5326.0
1529928600, 5300.0
1529928900, 5266.2
1529929200, 5270.3
1529929500, 5261.6
1529929800, 5260.8
1529930100, 5231.1
1529930400, 5224.7
1529930700, 5220.9
1529931000, 5250.0
1529931300, 5235.9
1529931600, 5235.8
1529931900, 5238.6
1529932200, 5229.4
1529932500, 5227.5
1529932800, 5245.9
1529933100, 5247.7
1529933400, 5256.5
1529933700, 5249.5
1529934000, 5249.9
1529934300, 5255.0
1529934600, 5252.2
1529934900, 5253.4
1529935200, 5250.9
1529935500, 5258.0
1529935800, 5280.1
1529936100, 5325.0
1529936400, 5329.9
1529936700, 5396.2
1529937000, 5387.9
1529937300, 5366.4
1529937600, 5369.8
1529937900, 5376.0
1529938200, 5402.4
1529938500, 5386.3
1529938800, 5373.7
1529939100, 5380.6
1529939400, 5400.2
1529939700, 5379.9
1529940000, 5389.5
1529940300, 5391.1
1529940600, 5388.0
1529940900, 5380.1
1529941200, 5382.6
1529941500, 5382.4
1529941800, 5375.1
1529942100, 5383.4
1529942400, 5392.2
1529942700, 5394.5
1529943000, 5386.0
1529943300, 5383.0
1529943600, 5372.9
1529943900, 5370.0
1529944200, 5370.9
1529944500, 5361.7
1529944800, 5372.3
1529945100, 5371.7
1529945400, 5377.3
1529945700, 5377.2
1529946000, 5374.7
1529946300, 5364.9
1529946600, 5360.7
1529946900, 5371.9
1529947200, 5368.2
1529947500, 5375.1
1529947800, 5377.0
1529948100, 5375.0
1529948400, 5373.4
1529948700, 5374.1
1529949000, 5375.0
1529949300, 5375.0
1529949600, 5374.6
1529949900, 5377.1
1529950200, 5374.9
1529950500, 5374.9
1529950800, 5375.0
1529951100, 5371.3
1529951400, 5365.5
1529951700, 5362.5
1529952000, 5350.0
1529952300, 5350.9
1529952600, 5360.0
1529952900, 5355.0
1529953200, 5357.9
1529953500, 5360.0
1529953800, 5360.2
1529954100, 5349.2
1529954400, 5338.3
1529954700, 5335.1
1529955000, 5337.0
1529955300, 5333.6
1529955600, 5338.9
1529955900, 5343.3
